modello;pipeline_errore;classificatore;id_atto;file_name;golden_label;predetto;tipo_errore;len_testo_A;len_testo_B;indicatori_A;indicatori_B;snippet_A;snippet_B
gemma3_12b;B;naive_bayes;0059;atto_59.pdf;Decreto;Statuto;decreto_non_riconosciuto;944;589;decreto, sindaco, determina, determinazione, ordina, delibera, giunta;decreto, decreto sindacale, determina, ordina, delibera, giunta;"COMUNE DI VOLLA Protocollo N. 0039483 Decreto ENTRATA COMUNE DI VOLLA Giuliano di Costanzo Città Metropolitana di Napoli Via Aldo Moro, 1 DECRETO DEL SINDACO n. 36 del 30/12/2025 Premesso che: con Deliberazione di Giunta Comunale n. 9 del 25/01/2019, come modificata con successiva Deliberazione Commissariale, con i poteri della Giunta, n. 1 del 9/1/2025, si è proceduto alla rideterminazione della struttura organizzativa dell'Ente; con Verbale di Deliberazione del Commissario Straordinario con i poteri della Giunta n. 20 del 30/04/2025 e stata approvata una modifica della struttura organizzativa di questo Ente che prevede i seguenti settori: 1° SETTORE: AFFARI GENERALI, DEMOGRAFICI, ELETTORAL";"COMUNE DI VOLLA Decreto Sindacale n. 36 del 30/12/2025 Oggetto: Modifica della struttura organizzativa comunale. Premesso che la struttura organizzativa dell'Ente è stata rideterminata con Delibera di Giunta Comunale e successive modifiche, e successivamente approvata una sua modifica tramite Verbale del Commissario Straordinario. La modifica prevede l’organizzazione in due settori principali: Affari Generali, Demografici, Elettorale; Politiche Sociali, Scolastico, Cultura, Sport e Tempo Libero – Aree Attrezzate. Il presente decreto ha lo scopo di formalizzare tale riorganizzazione."
gemma3_12b;B;naive_bayes;0116;atto_116.pdf;Decreto;DeliberaConsiglio;decreto_non_riconosciuto;886;543;decreto, decreto sindacale;decreto, decreto sindacale;"COMUNE DI POLLENA TROCCHIA Città Metropolitana di Napoli DECRETO SINDACALE N. 16 DEL 18-06-2020 UFFICIO CONTENZIOSO Oggetto: Atto di Appello innanzi al Tribunale di Nola avverso e per la modifica della sentenza del Giudice di Pace di S. Anastasia n.2522/2019. Resistenza in giudizio. PREMESSO che: all’Ente è pervenuto atto di appello innanzi al Tribunale di Nola avverso e per la modifica della sentenza del Giudice di Pace di S. Anastasia n.2522/2019, promosso dalla società E. srl c/ Comune di Polena Trocchia + altri, acquisito al prot. gen. n. 4425 del 06.03.2020 ed iscritto a ruolo con RG n.1678/2020; il legale, che ha difeso l’ente nel giudizio di I grado, con pec del 06.03.2020 ha invitato";COMUNE DI POLLENA TROCCHIA, Città Metropolitana di Napoli DECRETO SINDACALE N. 16 del 18-06-2020 Oggetto: Atto di Appello avverso sentenza del Giudice di Pace di S. Anastasia n. 2522/2019. Premesso che è stato ricevuto un atto di appello dal Tribunale di Nola, promosso dalla società E. srl contro il Comune e altri soggetti, relativo a una precedente sentenza del Giudice di Pace. L'atto è stato acquisito con protocollo generale n. 4425 del 06.03.2020 ed iscritto a ruolo come RG n. 1678/2020. Il decreto autorizza la resistenza in giudizio.
gemma3_4b;A;linear_svm;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;989;612;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 Oggetto: Nomina dei responsabili dei servizi di staff. Il Sindaco, in base alla sua competenza legale e alle disposizioni delle leggi regionali, approva il nuovo assetto organizzativo dell’Ente, come stabilito dalla deliberazione della Giunta Comunale del 9 aprile 2026 e successive modifiche. La determinazione ha lo scopo di nominare i responsabili dei servizi di staff all'interno dell'ente. L'atto si basa sull'articolo 13 della legge regionale 26 agosto 1992, n. 7 e sull’art. 41 della legge regionale
gemma3_4b;A;linear_svm;0028;atto_28.pdf;Decreto;Ordinanza;decreto_non_riconosciuto;586;576;delibera;delibera;CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 OGGETTO: AGGIORNAMENTO DELL'ALLEGATO 1 AL TOMO III DEL RUE A SEGUITO DELLA RATIFICA CON DELIBERAZIONE CONSILIARE N. 28 DEL 27/03/2025 DELLA VARIANTE AL PSC E RUE NELL’AMBITO DEL PROCEDIMENTO UNICO EX ART. 53 COMMA 1 LETTERA A) DELLA LR 24/2017 PER LA DEMOLIZIONE DI FABBRICATI ESISTENTI E LA NUOVA COSTRUZIONE DI UN EDIFICIO DESTINATO A “CASA DEGLI EVENTI” ALL’INTERNO DEL PERIMETRO DELL’AUTODROMO ENZO E DINO FERARRI – DITTA CON.AMI;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 Oggetto: Aggiornamento dell'Allegato 1 al Tomo III del RUE a seguito della ratifica con deliberazione consiliare n. 28 del 27/03/2025 per la variante al PSC e RUE relativa alla demolizione di fabbricati esistenti e alla nuova costruzione di un edificio destinato a ""Casa degli Eventi"" all'interno del perimetro dell’Autodromo Enzo e Dino Ferrari - Ditta CON.AMI. La decisione è motivata dalla deliberazione consiliare n. 28"
gemma3_4b;A;logistic_regression;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;989;612;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 Oggetto: Nomina dei responsabili dei servizi di staff. Il Sindaco, in base alla sua competenza legale e alle disposizioni delle leggi regionali, approva il nuovo assetto organizzativo dell’Ente, come stabilito dalla deliberazione della Giunta Comunale del 9 aprile 2026 e successive modifiche. La determinazione ha lo scopo di nominare i responsabili dei servizi di staff all'interno dell'ente. L'atto si basa sull'articolo 13 della legge regionale 26 agosto 1992, n. 7 e sull’art. 41 della legge regionale
gemma3_4b;A;logistic_regression;0028;atto_28.pdf;Decreto;Ordinanza;decreto_non_riconosciuto;586;576;delibera;delibera;CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 OGGETTO: AGGIORNAMENTO DELL'ALLEGATO 1 AL TOMO III DEL RUE A SEGUITO DELLA RATIFICA CON DELIBERAZIONE CONSILIARE N. 28 DEL 27/03/2025 DELLA VARIANTE AL PSC E RUE NELL’AMBITO DEL PROCEDIMENTO UNICO EX ART. 53 COMMA 1 LETTERA A) DELLA LR 24/2017 PER LA DEMOLIZIONE DI FABBRICATI ESISTENTI E LA NUOVA COSTRUZIONE DI UN EDIFICIO DESTINATO A “CASA DEGLI EVENTI” ALL’INTERNO DEL PERIMETRO DELL’AUTODROMO ENZO E DINO FERARRI – DITTA CON.AMI;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 Oggetto: Aggiornamento dell'Allegato 1 al Tomo III del RUE a seguito della ratifica con deliberazione consiliare n. 28 del 27/03/2025 per la variante al PSC e RUE relativa alla demolizione di fabbricati esistenti e alla nuova costruzione di un edificio destinato a ""Casa degli Eventi"" all'interno del perimetro dell’Autodromo Enzo e Dino Ferrari - Ditta CON.AMI. La decisione è motivata dalla deliberazione consiliare n. 28"
gemma3_4b;A;naive_bayes;0040;atto_40.pdf;AccordoSindacale;Decreto;assorbito_in_decreto;966;600;delibera, giunta;determina;"COMUNEDINAPOLI Area Risorse Umane ServizioDisciplina,PrerogativeeRelazioniSindacali Accordo per la modifica del CCDI siglato in data 29/12/2023 ed integrazione dei criteri per la definizione dellemodalita di attribuzione dell'indennitaper specifiche responsabilita di cui all'art.84del CCNL 2019-2021 PREMESSO che in data 27 giugno c.a. veniva siglata l'ipotesi di accordo per la modifica del CCDI sottoscritto in data 29/12/2023, nonché lintegrazione dei criteri per la definizione delle modalita di attribuzione dell'indennita per specifiche responsabilita di cui all'art. 84 del CCNL 2019-2021; VISTA la positiva certificazione resa dal Collegio dei Revisori, ai sensi dell'art. 8, comma 7, del CC";**COMUNEDINAPOLI** – Area Risorse Umane – ServizioDisciplina,PrerogativeeRelazioniSindacali **Accordo per la modifica del CCDI** Data: 29/12/2023 Oggetto: Modifica del Contratto Collettivo di Lavoro Determinato Individualmente (CCDI) e integrazione dei criteri per l'attribuzione dell’indennità per specifiche responsabilità. Premesse: la firma in data 27 giugno c.a. di un’ipotesi di accordo per la modifica del CCDI e l’integrazione dei criteri definitivi, nonché la positiva certificazione del Collegio dei Revisori ai sensi degli articoli 8, comma 7, del CCNL Funzioni Locali 2019-2021 e dell'art
gemma3_4b;A;naive_bayes;0053;atto_53.pdf;Ordinanza;Decreto;assorbito_in_decreto;882;657;sindaco, ordinanza, ordina;sindaco;COMUNE DI ROCCARAINOLA ACo Comune di Roccarainola Prot0co11o N.0004455/2026 del 23/03/2026 Ordinanzasindacalen.06del23/03/2026 OGGETTO: Adozione di misure urgenti a tutela della salute per contenere e annullare il rischio di contagio virus EpatiteA IL SINDACO Premesso che: La Regione Campania, con comunicato stampa del 19 marzo 2026, ha disposto un rafforzamento delle attività di controllo lungol'intera filiera dei molluschi bivalve alle azioni di prevenzione contro l'epatite A, alla luce dell'andamento dei casi registrati dall'inizio dell'anno con un incremento che richiede la massima attenzione sul fronte della sicurezza alimentare, della sorveglianza epidemiologica e dell'informazione ai ;COMUNE DI ROCCARAINOLA Protocollo N.0004455/2026 del 23/03/2026 OGGETTO: Adozione di misure urgenti a tutela della salute per contenere e annullare il rischio di contagio da virus Epatite A. Il Sindaco adotta queste misure in seguito al disposto regionale del 19 marzo 2026, che prevede un rafforzamento dei controlli nella filiera dei molluschi bivalvi a causa dell'aumento dei casi di Epatite A. La premesse essenziali riguardano l’andamento dei casi registrati e la necessità di garantire sicurezza alimentare, sorveglianza epidemiologica e informazione alla cittadinanza. Il dispositivo prevede l'implementazione delle misure necessarie per contenere il
gemma3_4b;A;naive_bayes;0075;atto_75.pdf;DeliberaGiunta;Decreto;assorbito_in_decreto;755;557;dirigente, responsabile, delibera, giunta;delibera, giunta;REGIONE TOSCANA UFFICI REGIONALI GIUNTA REGIONALE ESTRATTO DEL VERBALE DELLA SEDUTA DEL 28/11/2022 (punto N 28) Delibera N 1345 del 28/11/2022 Proponente LEONARDO MARRAS Pubblicità / Pubblicazione Atto pubblicato su BURT e Banca Dati (PBURT/PBD) Dirigente Responsabile Laura ACHENZA Direttore Albino CAPORALE Oggetto: Individuazione della data di inizio e della durata delle vendite di fine stagione invernale per l'anno 2023, ai sensi dell'articolo 108, comma 2, della L.R. 23 novembre 2018, n. 62 (Codice del commercio). Presenti: Eugenio GIANI, Stefania SACCARDI, Stefano BACCELLI, Simone BEZZINI, Stefano CIUOFFO, Leonardo MARRAS, Monia MONNI, Alessandra NARDINI, Serena SPINELLI LEGGE REGIONALE ;REGIONE TOSCANA – Uffici Regionali Giunta Regionale Delibera N. 1345 del 28/11/2022 Proposta da: Leonardo Marras (Direzione Attività Produttive) Oggetto: Individuazione della data di inizio e della durata delle vendite di fine stagione invernale per l'anno 2023, in conformità con l’articolo 108, comma 2, della L.R. 23 novembre 2018, n. 62 (Codice del commercio). La deliberazione è stata proposta da Leonardo Marras e approvata dal Direttore Albino Caporale. La pubblicazione dell'atto è avvenuta sul BURT e Banca Dati (PBURT/PBD) con la responsabilità di
gemma3_4b;A;naive_bayes;0080;atto_80.pdf;Ordinanza;Decreto;assorbito_in_decreto;924;511;sindaco, ordinanza, ordina;sindaco, ordinanza, ordina;"COMUNEDOLO Citta Metropolitana diVenezia C.A.P.30031 -Via Cairoli,39 -041.5121911 fax 041.410665 P.IVA00655760270 C.F.82001910270 AFFARIGENERALI,SEGRETERIA,PATRIMONIOERISORSEUMANE ORDINANZA N.78DEL 19/05/2026 OGGETTO: SINDACO VISTO l'articolo 50, comma 7, del D.Lgs. n. 267/2000 e ss.mm.ii. ai sensi del quale il Sindaco coordina e riorganizza gli orari di apertura al pubblico degli uffici localizzati nel territorio, al fine di armonizzare l'espletamento dei servizi con le esigenze complessive e generali degli utenti; CONSIDERATO che, nell'ambito della più generale riduzione della spesa pubblica, occorre adottare caratterizzati dalla riduzione dell'accesso ai servizi comunali da parte dell'ute";ORDINANZA N.78 DEL 19/05/2026 COMUNEDIDOLO Citta Metropolitana diVenezia Il Sindaco, in ragione dell’articolo 50, comma 7 del D.Lgs. n. 267/2000, coordina e riorganizza gli orari di apertura degli uffici comunali per armonizzare l'espletamento dei servizi con le esigenze degli utenti. Si considera la necessità di ridurre la spesa pubblica attraverso una caratterizzata riduzione dell’accesso ai servizi comunali. L'ordinanza mira a gestire queste riduzioni in relazione alle esigenze complessive degli utenti.
gemma3_4b;A;naive_bayes;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;989;612;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 Oggetto: Nomina dei responsabili dei servizi di staff. Il Sindaco, in base alla sua competenza legale e alle disposizioni delle leggi regionali, approva il nuovo assetto organizzativo dell’Ente, come stabilito dalla deliberazione della Giunta Comunale del 9 aprile 2026 e successive modifiche. La determinazione ha lo scopo di nominare i responsabili dei servizi di staff all'interno dell'ente. L'atto si basa sull'articolo 13 della legge regionale 26 agosto 1992, n. 7 e sull’art. 41 della legge regionale
gemma3_4b;A;naive_bayes;0003;atto_3.pdf;Decreto;Ordinanza;decreto_non_riconosciuto;990;529;decreto, decreto sindacale, sindaco, consiglio;decreto, decreto sindacale, sindaco;"CITTÀ DI LECCE Decreto Sindacale N. 3 Data di registrazione: 20/02/2026 OGGETTO: CONFERIMENTO INCARICO RILASCIO C.I.E. IL SINDACO Visto il R.D. 18 giugno 1931, n. 773 - Approvazione del Testo Unico delle leggi di Pubblica Sicurezza, il quale, al comma 1° dell'art. 3, stabilisce che ""Il sindaco è tenuto a rilasciare alle persone aventi nel comune la loro residenza o la loro dimora una carta d'identità conforme al modello stabilito dal Ministero dell'interno""; Visto il D.M. del 23 Dicembre 2015 recante ""Modalità tecniche di emissione della carta di identità elettronica""; Vista la Circolare n° 87/2017 del Ministero dell'Interno - Dipartimento affari interni e territoriali - avente ad oggetto la";CITTÀ DI LECCE Decreto Sindacale N. 3, 20/02/2026 CONFERIMENTO INCARICO RILASCIO C.I.E. Il Sindaco, in riferimento al Regolamento del 18 giugno 1931, n. 773 e alle successive disposizioni ministeriali, tra cui il D.M. 23 Dicembre 2015 e la Circolare n° 87/2017, conferisce incarico per il rilascio di carte d'identità elettroniche (C.I.E.) ai dipendenti del Comune di Lecce. L’atto si basa sulla necessità di attuare le modalità tecniche di emissione stabilite dalle normative vigenti. Il decreto mira a garantire il corretto ril
gemma3_4b;A;naive_bayes;0012;atto_12.pdf;Decreto;DeliberaGiunta;decreto_non_riconosciuto;992;640;decreto, sindaco, giunta;decreto, sindaco, giunta;"COMUNEDIBELLUNO DECRETO R.7 DEL 30/09/2025 COMUNALE ILSINDACO Visti: - gli art. 47 e 48 del testo unico degli Enti Locali d.lgs 18 agosto 2000, n. 267; - l'art. 35 dello statuto comunale, il quale recita: ""La Giunta è composta dal Sindaco e ad un numero di Assessori stabilito dal Sindaco, non superiore al numero massimo previsto dalla legge. Gli Assessori debbono essere in possesso dei requisiti di compatibilità ed eleggibilità alla carica di Consigliere. Per la rimozione delle cause di incompatibilità si applicano le norme stabilite dalla Legge per i Consiglieri comunali. La parità di genere è assicurata a norma di legge""; - l'art. 30 dello statuto comunale, il quale recita: ""Il Sindaco nom";COMUNEDIBELLUNO DECRETO R.7 DEL 30/09/2025 COMUNALE ILSINDACO Il presente decreto è emanato in vista degli articoli 47 e 48 del Testo Unico degli Enti Locali, dello statuto comunale che disciplina la composizione della Giunta (art. 35) e l'assicurazione della parità di genere (art. 30). Il decreto stabilisce che la Giunta è composta dal Sindaco e un numero massimo di Assessori, non superiore a quanto previsto dalla legge e dallo statuto comunale. Si sottolinea l’obbligo per gli Assessori di possedere i requisiti di compatibilità ed essere eleggibili come Consiglieri comunali. Il dispositivo del decreto non è completo, ma si limita a
gemma3_4b;A;naive_bayes;0028;atto_28.pdf;Decreto;Ordinanza;decreto_non_riconosciuto;586;576;delibera;delibera;CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 OGGETTO: AGGIORNAMENTO DELL'ALLEGATO 1 AL TOMO III DEL RUE A SEGUITO DELLA RATIFICA CON DELIBERAZIONE CONSILIARE N. 28 DEL 27/03/2025 DELLA VARIANTE AL PSC E RUE NELL’AMBITO DEL PROCEDIMENTO UNICO EX ART. 53 COMMA 1 LETTERA A) DELLA LR 24/2017 PER LA DEMOLIZIONE DI FABBRICATI ESISTENTI E LA NUOVA COSTRUZIONE DI UN EDIFICIO DESTINATO A “CASA DEGLI EVENTI” ALL’INTERNO DEL PERIMETRO DELL’AUTODROMO ENZO E DINO FERARRI – DITTA CON.AMI;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 Oggetto: Aggiornamento dell'Allegato 1 al Tomo III del RUE a seguito della ratifica con deliberazione consiliare n. 28 del 27/03/2025 per la variante al PSC e RUE relativa alla demolizione di fabbricati esistenti e alla nuova costruzione di un edificio destinato a ""Casa degli Eventi"" all'interno del perimetro dell’Autodromo Enzo e Dino Ferrari - Ditta CON.AMI. La decisione è motivata dalla deliberazione consiliare n. 28"
gemma3_4b;B;linear_svm;0080;atto_80.pdf;Ordinanza;Decreto;assorbito_in_decreto;924;511;sindaco, ordinanza, ordina;sindaco, ordinanza, ordina;"COMUNEDOLO Citta Metropolitana diVenezia C.A.P.30031 -Via Cairoli,39 -041.5121911 fax 041.410665 P.IVA00655760270 C.F.82001910270 AFFARIGENERALI,SEGRETERIA,PATRIMONIOERISORSEUMANE ORDINANZA N.78DEL 19/05/2026 OGGETTO: SINDACO VISTO l'articolo 50, comma 7, del D.Lgs. n. 267/2000 e ss.mm.ii. ai sensi del quale il Sindaco coordina e riorganizza gli orari di apertura al pubblico degli uffici localizzati nel territorio, al fine di armonizzare l'espletamento dei servizi con le esigenze complessive e generali degli utenti; CONSIDERATO che, nell'ambito della più generale riduzione della spesa pubblica, occorre adottare caratterizzati dalla riduzione dell'accesso ai servizi comunali da parte dell'ute";ORDINANZA N.78 DEL 19/05/2026 COMUNEDIDOLO Citta Metropolitana diVenezia Il Sindaco, in ragione dell’articolo 50, comma 7 del D.Lgs. n. 267/2000, coordina e riorganizza gli orari di apertura degli uffici comunali per armonizzare l'espletamento dei servizi con le esigenze degli utenti. Si considera la necessità di ridurre la spesa pubblica attraverso una caratterizzata riduzione dell’accesso ai servizi comunali. L'ordinanza mira a gestire queste riduzioni in relazione alle esigenze complessive degli utenti.
gemma3_4b;B;linear_svm;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;989;612;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 Oggetto: Nomina dei responsabili dei servizi di staff. Il Sindaco, in base alla sua competenza legale e alle disposizioni delle leggi regionali, approva il nuovo assetto organizzativo dell’Ente, come stabilito dalla deliberazione della Giunta Comunale del 9 aprile 2026 e successive modifiche. La determinazione ha lo scopo di nominare i responsabili dei servizi di staff all'interno dell'ente. L'atto si basa sull'articolo 13 della legge regionale 26 agosto 1992, n. 7 e sull’art. 41 della legge regionale
gemma3_4b;B;linear_svm;0028;atto_28.pdf;Decreto;DeliberaConsiglio;decreto_non_riconosciuto;586;576;delibera;delibera;CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 OGGETTO: AGGIORNAMENTO DELL'ALLEGATO 1 AL TOMO III DEL RUE A SEGUITO DELLA RATIFICA CON DELIBERAZIONE CONSILIARE N. 28 DEL 27/03/2025 DELLA VARIANTE AL PSC E RUE NELL’AMBITO DEL PROCEDIMENTO UNICO EX ART. 53 COMMA 1 LETTERA A) DELLA LR 24/2017 PER LA DEMOLIZIONE DI FABBRICATI ESISTENTI E LA NUOVA COSTRUZIONE DI UN EDIFICIO DESTINATO A “CASA DEGLI EVENTI” ALL’INTERNO DEL PERIMETRO DELL’AUTODROMO ENZO E DINO FERARRI – DITTA CON.AMI;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 Oggetto: Aggiornamento dell'Allegato 1 al Tomo III del RUE a seguito della ratifica con deliberazione consiliare n. 28 del 27/03/2025 per la variante al PSC e RUE relativa alla demolizione di fabbricati esistenti e alla nuova costruzione di un edificio destinato a ""Casa degli Eventi"" all'interno del perimetro dell’Autodromo Enzo e Dino Ferrari - Ditta CON.AMI. La decisione è motivata dalla deliberazione consiliare n. 28"
gemma3_4b;B;logistic_regression;0080;atto_80.pdf;Ordinanza;Decreto;assorbito_in_decreto;924;511;sindaco, ordinanza, ordina;sindaco, ordinanza, ordina;"COMUNEDOLO Citta Metropolitana diVenezia C.A.P.30031 -Via Cairoli,39 -041.5121911 fax 041.410665 P.IVA00655760270 C.F.82001910270 AFFARIGENERALI,SEGRETERIA,PATRIMONIOERISORSEUMANE ORDINANZA N.78DEL 19/05/2026 OGGETTO: SINDACO VISTO l'articolo 50, comma 7, del D.Lgs. n. 267/2000 e ss.mm.ii. ai sensi del quale il Sindaco coordina e riorganizza gli orari di apertura al pubblico degli uffici localizzati nel territorio, al fine di armonizzare l'espletamento dei servizi con le esigenze complessive e generali degli utenti; CONSIDERATO che, nell'ambito della più generale riduzione della spesa pubblica, occorre adottare caratterizzati dalla riduzione dell'accesso ai servizi comunali da parte dell'ute";ORDINANZA N.78 DEL 19/05/2026 COMUNEDIDOLO Citta Metropolitana diVenezia Il Sindaco, in ragione dell’articolo 50, comma 7 del D.Lgs. n. 267/2000, coordina e riorganizza gli orari di apertura degli uffici comunali per armonizzare l'espletamento dei servizi con le esigenze degli utenti. Si considera la necessità di ridurre la spesa pubblica attraverso una caratterizzata riduzione dell’accesso ai servizi comunali. L'ordinanza mira a gestire queste riduzioni in relazione alle esigenze complessive degli utenti.
gemma3_4b;B;logistic_regression;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;989;612;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 Oggetto: Nomina dei responsabili dei servizi di staff. Il Sindaco, in base alla sua competenza legale e alle disposizioni delle leggi regionali, approva il nuovo assetto organizzativo dell’Ente, come stabilito dalla deliberazione della Giunta Comunale del 9 aprile 2026 e successive modifiche. La determinazione ha lo scopo di nominare i responsabili dei servizi di staff all'interno dell'ente. L'atto si basa sull'articolo 13 della legge regionale 26 agosto 1992, n. 7 e sull’art. 41 della legge regionale
