id_delibera;estrattore;format;reference_source;marker_precision;marker_recall;boundary_accuracy;text_fidelity;noise_exclusion;overall_score;issues;notes
ATTO_030;DOCLING;JSON;pdf_text_layer;100;100;0;85;0;57;"Boundary error: extracted content continues past the narrative into the PROPONE block and subsequent device sections (DISPOSITIVO_PROPOSTA_1, VISTO_6, RITENUTO_1, DISPOSITIVO_DELIBERA). | Noise inclusion: device-related text (PROPONE, attestations, mandates, publication, warnings) should be excluded per guidelines. | OCR/text fidelity issue in PREMESSO_1: contains ""09 giugno 6 2 2024"" instead of ""09 giugno 2024"".";"All expected narrative markers are present and correctly labelled; however the extract fails to stop before the operative device, introducing substantial noise and a minor OCR glitch."
ATTO_030;DOCLING;MARKDOWN;pdf_text_layer;100;100;0;85;0;57;"Boundary error: extracted content continues past the narrative into the PROPONE block and subsequent device sections (DISPOSITIVO_PROPOSTA_1, VISTO_6, RITENUTO_1, DISPOSITIVO_DELIBERA). | Noise inclusion: device-related text (PROPONE, attestations, mandates, publication, warnings) should be excluded per guidelines. | OCR/text fidelity issue in PREMESSO_1: contains ""09 giugno 6 2 2024"" instead of ""09 giugno 2024"".";"All expected narrative markers are present and correctly labelled; however the extract fails to stop before the operative device, introducing substantial noise and a minor OCR glitch."
ATTO_031;DOCLING;JSON;pdf_text_layer;74;81;65;45;70;67;Spurious markers: DISPOSITIVO_PROPOSTA_1, DISPOSITIVO_PROPOSTA_2, DISPOSITIVO_DELIBERA | Incorrect gender/number in markers: ACQUISITO_1 (should be ACQUISITA_1), ESAMINATO_1 (should be ESAMINATA_1) | Missing distinct PRESO_ATTO marker for the clause inside ACQUISITO sentence (though captured within) | Misordering: Esaminata block (DISPOSITIVO_PROPOSTA_2) placed before Preso atto della crisi and Considerato art.8 blocks | Duplication and incomplete Esaminata block: ESAMINATO_1 incomplete, DISPOSITIVO_PROPOSTA_2 duplicates full block | Included device heading 'DELIBERA' as noise;Markers largely capture canonical sections but order and extra markers reduce fidelity.
ATTO_031;DOCLING;MARKDOWN;pdf_text_layer;74;81;65;45;70;67;Spurious markers: DISPOSITIVO_PROPOSTA_1, DISPOSITIVO_PROPOSTA_2, DISPOSITIVO_DELIBERA | Incorrect gender/number in markers: ACQUISITO_1 (should be ACQUISITA_1), ESAMINATO_1 (should be ESAMINATA_1) | Missing distinct PRESO_ATTO marker for the clause inside ACQUISITO sentence (though captured within) | Misordering: Esaminata block (DISPOSITIVO_PROPOSTA_2) placed before Preso atto della crisi and Considerato art.8 blocks | Duplication and incomplete Esaminata block: ESAMINATO_1 incomplete, DISPOSITIVO_PROPOSTA_2 duplicates full block | Included device heading 'DELIBERA' as noise;"Identical to JSON extraction; same issues apply."
ATTO_032;DOCLING;JSON;pdf_text_layer;100;100;100;95;100;96;Virgolette semplici utilizzate invece di quelle tipografiche presenti nel riferimento | Alcune parole risultano in maiuscolo (es. ACQUISITA, DATA, DELIBERA) rispetto al testo originale | Assenza di accenti su alcune lettere (es. ‘è’ diventata 'e' in alcuni casi) | Minime differenze di punteggiatura (spazi prima della virgola, punto finale);Il candidato ha estratto correttamente tutti i marker narrativi, mantenuto l'ordine e interrotto prima del dispositivo, senza includere rumore. Le uniche deviazioni riguardano variazioni di forma (case, virgolette, accenti) che non compromettono la comprensione.
ATTO_032;DOCLING;MARKDOWN;pdf_text_layer;100;100;100;95;100;96;Virgolette semplici utilizzate invece di quelle tipografiche presenti nel riferimento | Alcune parole risultano in maiuscolo (es. ACQUISITA, DATA, DELIBERA) rispetto al testo originale | Assenza di accenti su alcune lettere (es. ‘è’ diventata 'e' in alcuni casi) | Minime differenze di punteggiatura (spazi prima della virgola, punto finale);Identico al candidato JSON: ottima precisione e recall sui marker, confini corretti, esclusione del rumore. Le lievi inesattezze testuali riguardano solo aspetti di forma.
ATTO_033;DOCLING;JSON;pdf_text_layer;98;100;80;85;70;86;Extra marker DISPOSITIVO_DELIBERA: DELIBERA included (belongs to dispositivo, should be excluded). | Misplaced heading 'OGGETTO: DETERMINAZIONS.' inside PRESO_ATTO_1 (noise, incorrect location). | Typo: 'DETERMINAZIONS' instead of 'DETERMINAZIONI'. | Inconsistent uppercase tokens: DATA, CONTO, STABILITA, PRESO, TENUTE (should be lowercase per reference). | Minor punctuation/spacing irregularities throughout the extracted text.;All expected narrative markers are present with correct labels (perfect recall and high precision). Boundaries stop before the deliberation points, but an extra device marker was added. Text content is largely faithful but suffers from case changes, a misplaced heading, and a typo, affecting fidelity and noise exclusion.
ATTO_033;DOCLING;MARKDOWN;pdf_text_layer;98;100;80;85;70;86;Extra marker DISPOSITIVO_DELIBERA: DELIBERA included (belongs to dispositivo, should be excluded). | Misplaced heading 'OGGETTO: DETERMINAZIONS.' inside PRESO_ATTO_1 (noise, incorrect location). | Typo: 'DETERMINAZIONS' instead of 'DETERMINAZIONI'. | Inconsistent uppercase tokens: DATA, CONTO, STABILITA, PRESO, TENUTE (should be lowercase per reference). | Minor punctuation/spacing irregularities throughout the extracted text.;All expected narrative markers are present with correct labels (perfect recall and high precision). Boundaries stop before the deliberation points, but an extra device marker was added. Text content is largely faithful but suffers from case changes, a misplaced heading, and a typo, affecting fidelity and noise exclusion.
ATTO_034;DOCLING;JSON;pdf_text_layer;80;80;83;95;83;80;Marker VALUTATO_1 non corretto (atteso VALUTATI_1) | Uso di maiuscole in EVIDENZIATO, CONSIDERATO, ATTO, VALUTATI, VISTI, VISTA dove il riferimento usa minuscole | Virgolette singole invece di doppie nella clausola VISTO | Blocco DISPOSITIVO_DELIBERA presente, che dovrebbe essere escluso come rumore | Assenza dei trattini iniziali dei punti elenco (formatting minore);"Contenuto narrativo completo e in ordine corretto; nessun'omissione sostanziale."
ATTO_034;DOCLING;MARKDOWN;pdf_text_layer;80;80;83;90;83;83;Marker VALUTATO_1 non corretto (atteso VALUTATI_1) | Uso di maiuscole in EVIDENZIATO, CONSIDERATO, ATTO, VALUTATI, VISTI, VISTA dove il riferimento usa minuscole | Virgolette singole invece di doppie nella clausola VISTO | Eliminazione dei trattini dei punti elenco e sostituzione con virgole/punto e virgola, alterando la punteggiatura originale | Blocco DISPOSITIVO_DELIBERA presente, che dovrebbe essere escluso come rumore;"Contenuto narrativo presente e completo; solo differenze di formattazione e maiuscole/minuscole."
ATTO_035;DOCLING;JSON;pdf_text_layer;100;100;70;80;70;75;"Missing narrative line: ""Con voti unanimi e palesi resi come per legge;"" before the dispositivo. | Included spurious marker DISPOSITIVO_DELIBERA: DELIBERA (device noise). | Minor text deviations: single quotes instead of double quotes, capitalization of ""VISTA"" inside quoted text, omission of bullet dashes and semicolons.";All canonical markers (PREMESSO, DATO_ATTO, EVIDENZIATO, CONSIDERATO, RITENUTO, VALUTATO, ACQUISITI_PARERI, VISTO×3) are correctly identified and present. The narrative is otherwise faithful except for the omitted unanimity statement and the inclusion of device-related noise.
ATTO_035;DOCLING;MARKDOWN;pdf_text_layer;100;100;70;80;70;75;"Missing narrative line: ""Con voti unanimi e palesi resi come per legge;"" before the dispositivo. | Included spurious marker DISPOSITIVO_DELIBERA: DELIBERA (device noise). | Minor text deviations: single quotes instead of double quotes, capitalization of ""VISTA"" inside quoted text, omission of bullet dashes and semicolons.";All canonical markers (PREMESSO, DATO_ATTO, EVIDENZIATO, CONSIDERATO, RITENUTO, VALUTATO, ACQUISITI_PARERI, VISTO×3) are correctly identified and present. The narrative is otherwise faithful except for the omitted unanimity statement and the inclusion of device-related noise.
ATTO_036;DOCLING;JSON;pdf_text_layer;100;95;95;78;88;91;"Missing separate VISTO marker for 'Visto il programma di mandato...' (merged into UDITO block) | Extra noise 'COMUNE DI PISTOIA' inside PRECISATO_2 block | Case and punctuation deviations (e.g., uppercase 'RILASCIATO', 'PRESO', 'FORMULATA'; straight quotes instead of curly quotes; missing accent in 'ma ggio' space)";"JSON and Markdown outputs are identical; both capture all narrative content but with minor formatting and boundary issues."
ATTO_036;DOCLING;MARKDOWN;pdf_text_layer;100;95;95;78;88;91;"Missing separate VISTO marker for 'Visto il programma di mandato...' (merged into UDITO block) | Extra noise 'COMUNE DI PISTOIA' inside PRECISATO_2 block | Case and punctuation deviations (e.g., uppercase 'RILASCIATO', 'PRESO', 'FORMULATA'; straight quotes instead of curly quotes; missing accent in 'ma ggio' space)";"JSON and Markdown outputs are identical; both capture all narrative content but with minor formatting and boundary issues."
ATTO_037;DOCLING;JSON;pdf_text_layer;75;71;95;60;100;78;Marker UDITO invece di UDITA | Marker RICHIAMATO usato al posto di RICHIAMATA (due occorrenze) | Marker CONSIDERATO usato al posto di CONSIDERATA | Manca un marcatore separato PRESO ATTO | Incoerenze di maiuscole/minuscole in tutto il testo | Testo inserito/spurio 'COMUNE DI PISTOIA' dentro VISTI_PARERI_1 | Mancano le etichette 'a)' e 'b)' nel blocco RICHIAMATO_3 | Manca la 's' finale in 'menzione' (dovrebbe essere 'menzioni');L'estrazione cattura la maggior parte della narrazione ma presenta errori di etichetta, incoerenze di caso e piccole omissioni/inserzioni che influiscono sulla fedeltà del testo.
ATTO_037;DOCLING;MARKDOWN;pdf_text_layer;75;71;95;60;100;78;Marker UDITO invece di UDITA | Marker RICHIAMATO usato al posto di RICHIAMATA (due occorrenze) | Marker CONSIDERATO usato al posto di CONSIDERATA | Manca un marcatore separato PRESO ATTO | Incoerenze di maiuscole/minuscole in tutto il testo | Testo inserito/spurio 'COMUNE DI PISTOIA' dentro VISTI_PARERI_1 | Mancano le etichette 'a)' e 'b)' nel blocco RICHIAMATO_3 | Manca la 's' finale in 'menzione' (dovrebbe essere 'menzioni');"Identico all'estrazione JSON; il formato Markdown non altera il contenuto semantico."
ATTO_038;DOCLING;JSON;pdf_text_layer;80;57;30;40;20;45;Missing PREMESSO marker | VISTO marker incorrectly includes RILASCIANDO content (should be separate) | Missing separate RILASCIANDO marker | Included dispositivo content (PROPONE, RITENUTA, voting, etc.) as narrative markers | Boundary not stopped before dispositivo (incorrectly extended into proposal and deliberation) | Order disrupted due to missing PREMESSO;"Markers FORMULATO, RILEVATO, PRECISATO, PREDISPOSTO are correct; other narrative markers missing or merged."
ATTO_038;DOCLING;MARKDOWN;pdf_text_layer;80;57;30;40;20;45;Missing PREMESSO marker | VISTO marker incorrectly includes RILASCIANDO content (should be separate) | Missing separate RILASCIANDO marker | Included dispositivo content (PROPONE, RITENUTA, voting, etc.) as narrative markers | Boundary not stopped before dispositivo (incorrectly extended into proposal and deliberation) | Order disrupted due to missing PREMESSO;"Same issues as JSON; formatting differences (escaped underscores) do not affect evaluation."
ATTO_039;DOCLING;JSON;pdf_text_layer;67;67;30;45;20;42;Missing PREMESSO marker | Missing EVIDENZIATO marker | Missing VISTI marker | DATO_ATTO_1 incorrectly includes EVIDENZIATO content | RITENUTO_1 incorrectly includes VISTI content | Inclusion of dispositivo sections (PROPONE, votazione, DELIBERA) as separate markers | Garbled text inside PREMESSO segment with omitted words and incorrect ordering;"JSON and Markdown outputs are identical; both suffer from the same issues."
ATTO_039;DOCLING;MARKDOWN;pdf_text_layer;67;67;30;45;20;42;Missing PREMESSO marker | Missing EVIDENZIATO marker | Missing VISTI marker | DATO_ATTO_1 incorrectly includes EVIDENZIATO content | RITENUTO_1 incorrectly includes VISTI content | Inclusion of dispositivo sections (PROPONE, votazione, DELIBERA) as separate markers | Garbled text inside PREMESSO segment with omitted words and incorrect ordering;"JSON and Markdown outputs are identical; both suffer from the same issues."
ATTO_040;DOCLING;JSON;pdf_text_layer;73;73;0;50;20;43;Missing PREMESSO label | Incorrect ACQUISITO_1/ACQUISITO_2 labels (should be ACQUISITA/ACQUISITI) | Device content (PROPONE block and subsequent RITENUTO/DATO_ATTO sections) included as narrative | Extra labels after device (RITENUTO_1, DATO_ATTO_2, ATTESO_2, DATO_ATTO_3, DISPOSITIVO_DELIBERA) present as noise;Narrative text is largely correct but label errors and inclusion of device sections reduce precision, recall, boundary accuracy and noise exclusion.
ATTO_040;DOCLING;MARKDOWN;pdf_text_layer;73;73;0;50;20;43;Missing PREMESSO label | Incorrect ACQUISITO_1/ACQUISITO_2 labels (should be ACQUISITA/ACQUISITI) | Device content (PROPONE block and subsequent RITENUTO/DATO_ATTO sections) included as narrative | Extra labels after device (RITENUTO_1, DATO_ATTO_2, ATTESO_2, DATO_ATTO_3, DISPOSITIVO_DELIBERA) present as noise;Narrative text is largely correct but label errors and inclusion of device sections reduce precision, recall, boundary accuracy and noise exclusion.
ATTO_041;DOCLING;JSON;pdf_text_layer;80;94;40;85;40;68;Missing PREMESSO marker. | Spurious markers: DISPOSITIVO_PROPOSTA_1, ATTESO_3, DATO_ATTO_2, DISPOSITIVO_DELIBERA. | Minor text inaccuracies: missing spaces after dash in bullet points, capitalised 'CONSIDERATE', typo 'made in ltaly', quote style differences.;"Narrative blocks extracted in correct order; all expected markers except PREMESSO present; text largely faithful with minor formatting issues."
ATTO_041;DOCLING;MARKDOWN;pdf_text_layer;80;94;40;88;40;68;Missing PREMESSO marker. | Spurious markers: DISPOSITIVO_PROPOSTA_1, ATTESO_3, DATO_ATTO_2, DISPOSITIVO_DELIBERA. | Minor text inaccuracies: typo 'made in ltaly', missing spaces after dash in bullet points.;"Narrative blocks extracted in correct order; includes correct numeric enumeration in RICONOSCIUTO_1; text mostly faithful with only minor issues."
ATTO_042;DOCLING;JSON;pdf_text_layer;100;29;24;55;100;62;Missing ATTESO, EVIDENZIATO, second PRECISATO, DATO ATTO, second ATTESO, second RITENUTO, Visto series markers | PRECISATO block truncated (missing text after '-benefici nella gestione automatica della ZT') | No text beyond PRECISATO extracted (missing subsequent narrative blocks);"Marker labels are correct and in the expected order; no spurious markers; noise (certificates, firme, pubblicazione, dispositivo) properly excluded."
ATTO_042;DOCLING;MARKDOWN;pdf_text_layer;100;29;24;55;100;62;Missing ATTESO, EVIDENZIATO, second PRECISATO, DATO ATTO, second ATTESO, second RITENUTO, Visto series markers | PRECISATO block truncated (missing text after '-benefici nella gestione automatica della ZT') | No text beyond PRECISATO extracted (missing subsequent narrative blocks);"Marker labels are correct and in the expected order; no spurious markers; noise (certificates, firme, pubblicazione, dispositivo) properly excluded."
ATTO_043;DOCLING;JSON;pdf_text_layer;80;80;67;83;0;62;"Etichetta PRESO_ATTO_1 non corrisponde allo standard 'PRESO ATTO' (underscore invece di spazio) | Blocco narrativa 'CON VOTAZIONE unanime e favorevole espressa nei modi e forme di legge;' omesso | Blocco 'DISPOSITIVO_DELIBERA: DELIBERA' incluso, appartenente al dispositivo e quindi rumore non escluso";"I marcatori PREMESSO, CONSIDERATO, RITENUTO e VISTO sono corretti; il testo estratto è fedele ma manca l'ultimo passaggio narrativo prima del dispositivo e contiene un'etichetta errata più un rumore di dispositivo."
ATTO_043;DOCLING;MARKDOWN;pdf_text_layer;80;80;67;83;0;62;"Etichetta PRESO_ATTO_1 non corrisponde allo standard 'PRESO ATTO' (underscore invece di spazio) | Blocco narrativa 'CON VOTAZIONE unanime e favorevole espressa nei modi e forme di legge;' omesso | Blocco 'DISPOSITIVO_DELIBERA: DELIBERA' incluso, appartenente al dispositivo e quindi rumore non escluso";Analogamente al candidato JSON, i marcatori principali sono presenti ma l'etichetta PRESO ATTO è errata, manca il passaggio sulla votazione e viene incluso rumore di dispositivo.
ATTO_044;DOCLING;JSON;pdf_text_layer;100;100;83;95;83;90;Inclusione del blocco dispositivo DISPOSITIVO_DELIBERA (rumore da escludere) | Assenza della riga di votazione 'CON VOTI favorevoli...' (non penalizzata, ma nota) | Sostituzione del trattino lungo '–' con trattino semplice '-' nei riferimenti normativi | Conversione in maiuscola di alcuni termini (es. 'INDIVIDUATE', 'ATTO') | Mancato mantenimento dei trattini puntatori dei bullet point;"Tutti i marcatori narrativi sono presenti e corretti; l'unico rumore è il blocco dispositivo aggiunto alla fine."
ATTO_044;DOCLING;MARKDOWN;pdf_text_layer;100;100;83;90;83;87;Inclusione del blocco dispositivo DISPOSITIVO_DELIBERA (rumore da escludere) | Assenza della riga di votazione 'CON VOTI favorevoli...' (non penalizzata) | Sostituzione del trattino lungo '–' con trattino semplice '-' nei riferimenti normativi | Conversione in maiuscola di termini come 'INDIVIDUATE', 'ATTO' e mancata accentuazione | Rimozione dei trattini puntatori dei bullet point e dei spazi di formattazione originale;"I marcatori narrativi sono tutti corretti; il testo presenta variazioni di caso e punteggiatura che riducono la fedeltà rispetto al riferimento."
ATTO_045;DOCLING;JSON;pdf_text_layer;100;100;100;95;85;95;Minor spacing and case differences in narrative text (e.g., missing spaces after dashes, capitalized verbs). | Included device heading 'DISPOSITIVO_DELIBERA: DELIBERA' as a separate block, which should be excluded per guidelines.;"Narrative markers correctly identified and complete; text fidelity high with only superficial deviations."
ATTO_045;DOCLING;MARKDOWN;pdf_text_layer;100;100;100;95;85;95;Minor spacing and case differences in narrative text (e.g., missing spaces after dashes, capitalized verbs). | Included device heading 'DISPOSITIVO_DELIBERA: DELIBERA' as a separate block, which should be excluded per guidelines.;"Narrative markers correctly identified and complete; text fidelity high with only superficial deviations."
ATTO_046;DOCLING;JSON;pdf_text_layer;100;100;100;80;0;76;Case alterations: PRESA/d'ATTO instead of presa/d'atto in PREMESSO block | Extra period after 'AA.GG.' in CONSIDERATO block | Missing bullet formatting and line breaks (presentational) | Included device block DISPOSITIVO_DELIBERA which should be excluded as noise;"All expected narrative markers present and in correct order; content otherwise faithful."
ATTO_046;DOCLING;MARKDOWN;pdf_text_layer;100;100;100;80;0;76;Case alterations: PRESA/d'ATTO instead of presa/d'atto in PREMESSO block | Extra period after 'AA.GG.' in CONSIDERATO block | Missing bullet formatting and line breaks (presentational) | Included device block DISPOSITIVO_DELIBERA which should be excluded as noise;"All expected narrative markers present and in correct order; content otherwise faithful."
ATTO_047;DOCLING;JSON;pdf_text_layer;66.7;80.0;83.3;55.0;83.3;74;"Marker ESAMINATO_1 incorrect gender/number (should be ESAMINATA_1). | Extra block DISPOSITIVO_DELIBERA (device) included, should be excluded as noise. | PREMESSO block text: missing 'che' after PREMESSO and uses 'that' instead of 'che'. | ESAMINATO block text: uppercase FORMULATA, ACQUISITA, DATA where reference uses lowercase; extra space before semicolon.";All expected narrative blocks (PREMESSO, EVIDENZIATO, RITENUTO, RICHIAMATO) are present with correct boundaries and order. No missing blocks within the narrative. The device block is the only noise introduced.
ATTO_047;DOCLING;MARKDOWN;pdf_text_layer;66.7;80.0;83.3;55.0;83.3;74;"Marker ESAMINATO_1 incorrect gender/number (should be ESAMINATA_1). | Extra block DISPOSITIVO_DELIBERA (device) included, should be excluded as noise. | PREMESSO block text: missing 'che' after PREMESSO and uses 'that' instead of 'che'. | ESAMINATO block text: uppercase FORMULATA, ACQUISITA, DATA where reference uses lowercase; extra space before semicolon.";All expected narrative blocks (PREMESSO, EVIDENZIATO, RITENUTO, RICHIAMATO) are present with correct boundaries and order. No missing blocks within the narrative. The device block is the only noise introduced.
ATTO_048;DOCLING;JSON;pdf_text_layer;86;100;60;96;80;84;Marcatore spurious DISPOSITIVO_DELIBERA inserito dopo la narrativa (deve essere escluso) | Il blocco DISPOSITIVO_DELIBERA estende il confine oltre il punto di stop richiesto prima del dispositivo | Presenza di rumore (marcatore e testo 'DELIBERA') che dovrebbe essere rimosso secondo le regole di noise_exclusion;Tutti i marcatori narrativi di riferimento (PREMESSO, PRECISATO, DATO_ATTO x2, RITENUTO, ACQUISITI_PARERI) sono presenti e correttamente etichettati. Il contenuto testuale di ogni blocco è fedele al riferimento, senza omissioni o allucinazioni, e l'ordine è rispettato. L'unico problema è l'inclusione non autorizzata di un marcatore relativo al dispositivo, che influisce su boundary_accuracy, marker_precision e noise_exclusion.
ATTO_048;DOCLING;MARKDOWN;pdf_text_layer;86;100;60;96;80;84;Marcatore spurious DISPOSITIVO_DELIBERA inserito dopo la narrativa (deve essere escluso) | Il blocco DISPOSITIVO_DELIBERA estende il confine oltre il punto di stop richiesto prima del dispositivo | Presenza di rumore (marcatore e testo 'DELIBERA') che dovrebbe essere rimosso secondo le regole di noise_exclusion;Tutti i marcatori narrativi di riferimento (PREMESSO, PRECISATO, DATO_ATTO x2, RITENUTO, ACQUISITI_PARERI) sono presenti e correttamente etichettati. Il contenuto testuale di ogni blocco è fedele al riferimento, senza omissioni o allucinazioni, e l'ordine è rispettato. L'unico problema è l'inclusione non autorizzata di un marcatore relativo al dispositivo, che influisce su boundary_accuracy, marker_precision e noise_exclusion.
ATTO_049;DOCLING;JSON;pdf_text_layer;58;58;100;100;100;83;Marker labels incorrect for RICHIAMATI/RICHIAMATA/INDIVIDUATA/VERIFICATA (wrong gender/number).;"All narrative content present and ordered correctly; no extraneous noise; boundary stops before DELIBERA as required."
ATTO_049;DOCLING;MARKDOWN;pdf_text_layer;58;58;100;100;100;83;Marker labels incorrect for RICHIAMATI/RICHIAMATA/INDIVIDUATA/VERIFICATA (wrong gender/number).;"All narrative content present and ordered correctly; no extraneous noise; boundary stops before DELIBERA as required."
ATTO_050;DOCLING;JSON;pdf_text_layer;100;50;20;25;70;48;Missing introductory narrative before PREMESSO | Missing second CONSIDERATO block | Missing second PRESO ATTO block | Missing second VISTO block (list of laws) | Missing ACQUISITI i pareri block | Incomplete economic table after VISTO (only heading shown) | Incorrectly included DELIBERA marker as narrative block | Semicolons added at end of each block (noise);"All canonical markers present are correct; however, recall is low due to omissions. Boundary errors affect both start and end. Text fidelity suffers from missing content and formatting changes. Noise includes device marker and extra punctuation."
ATTO_050;DOCLING;MARKDOWN;pdf_text_layer;100;50;20;20;70;44;Missing introductory narrative before PREMESSO | Missing second CONSIDERATO block | Missing second PRESO ATTO block | Missing second VISTO block (list of laws) | Missing ACQUISITI i pareri block | Incomplete economic table after VISTO (only heading shown) | Incorrectly included DELIBERA marker as narrative block | Lost list formatting (bullets/dashes) reducing fidelity | Missing semicolons (minor) but overall text less faithful;"Similar omissions as JSON candidate; additionally, the loss of bullet-point formatting reduces text fidelity slightly further. Noise remains due to device marker inclusion."
