id_atto;tool;source_format;source_file;order;page;label_raw;role_norm;text;bbox;procedural_stop_pos;proposal_stop_pos;stop_detected;marker_detected;is_noise
atto_25;opendataloader;json;atto_25.json;14;2;paragraph;text;"VISTA la comunicazione acclarata al prot.n. 2112 del 17/06/2026 della Città Metropolitana di Torino Direzione Istruzione e Sviluppo Sociale relativa a ""Programmazione e dimensionamento della rete scolastica e punti di erogazione in deroga per l'a.s. 2027/2028"";";[56.7, 680.431, 538.594, 720.262];;;;VISTO;False
atto_25;opendataloader;json;atto_25.json;15;2;paragraph;text;"DATO ATTO che la Regione Piemonte ha trasmesso l'ATTO di indirizzo regionale per il triennio aa.ss. 2027/2028-2028/2029-2029/2030 (D.C.R. n. 157-13692 del 09.06.2026), l'Allegato A alla D.G.R. n.2677 del 15.06.2026 recante i criteri e le modalità per la Programmazione della rete scolastica 2027/2028;";[56.7, 614.046, 538.599, 667.154];;;;DATO_ATTO;False
atto_25;opendataloader;json;atto_25.json;16;2;paragraph;text;VISTE le soglie numeriche minime prescritte dalla D.G.R. n. 157-13692 del 09.06.2026 necessarie per mantenere aperti i punti di erogazione servizio (p.e.s.) nei Comuni montani o marginali:;[56.7, 574.215, 538.586, 600.769];;;;VISTO;False
atto_25;opendataloader;json;atto_25.json;17;2;list;list_item;;[55.907, 229.013, 542.441, 574.215];;;;;True
atto_25;opendataloader;json;atto_25.json;18;2;list;list_item;;[55.907, 149.351, 542.446, 229.013];;;;;True
atto_25;opendataloader;json;atto_25.json;19;2;list;list_item;;[92.1, 69.689, 538.598, 149.351];;;;;True
atto_25;opendataloader;json;atto_25.json;20;3;list;list_item;;[56.7, 400.167, 538.602, 785.2];;;;;True
atto_25;opendataloader;json;atto_25.json;21;3;paragraph;text;"Condizioni di sicurezza e delle caratteristiche dell'edificio scolastico presso cui è ubicato il servizio scolastico; L'edificio scolastico è in buone condizioni ed è stato sottoposto a verifica degli standard di sicurezza e salubrità con DELIBERA di G.C. n. 35 del 31.07.2014 con l'approvazione degli elaborati redatti dall' arch. Luca Braida Bruno. L'edificio è facilmente raggiungibile essendo situato sulla strada provinciale 209; vi è un parcheggio nelle vicinanze e non vi sono barriere architettoniche.";[56.7, 293.951, 538.603, 386.89];;;;;False
atto_25;opendataloader;json;atto_25.json;22;3;paragraph;text;PES, ubicati nel comune e/o in altro comune che permettano un facile accesso da parte degli alunni, secondo le condizioni di accesso relative alle distanze indicate:;[56.7, 254.12, 538.592, 280.674];;;;;False
atto_25;opendataloader;json;atto_25.json;23;3;heading;heading;Per le scuole dell'infanzia non più di Km 5 da percorrere in non più di 15 minuti;[55.907, 227.566, 444.433, 240.843];;;;;False
atto_25;opendataloader;json;atto_25.json;24;3;paragraph;text;"Sul territorio comunale non vi sono altri punti di erogazione scolastica. E' presente sul territorio del Comune di Susa e di Venaus la scuola dell'infanzia, entrambi distanti non più di Km. 5 percorribili in non più di 15 minuti DATO ATTO che il Comune di Mompantero è un comune montano ed ha il diritto della scuola statale in deroga;";[56.7, 121.35, 538.592, 214.289];;;;;False
atto_25;opendataloader;json;atto_25.json;25;3;paragraph;text;DATO ATTO che con nota prot. n. 0002118 del 18.06.2026 è stato richiesto il parere all'Istituto Comprensivo Statale di Susa sul mantenimento in deroga della sezione della scuola dell'infanzia di Mompantero, non potendo disporre di un DATO certo sugli iscritti per l'a.s. 2027/2028, CONSIDERATO;[56.7, 68.242, 538.597, 108.073];;;;DATO_ATTO;False
atto_25;opendataloader;json;atto_25.json;26;4;paragraph;text;"tuttavia che il numero degli iscritti è sempre stato di 19/20 in quanto frequentano la scuola di Mompantero alunni provenienti da altri Comuni;";[56.7, 758.646, 538.604, 785.2];;;;;False
atto_25;opendataloader;json;atto_25.json;27;4;paragraph;text;"VISTA la comunicazione acclarata al prot. n. 0002237 del 29/06/2026 dell'Istituto Comprensivo di Susa a firma del Dirigente Scolastico, con la quale si comunica che per l'a.s. 2027/2028 non sono previsti accorpamenti di classi o spostamento fisici di classi (allegata al presente ATTO per farne parte integrante);";[56.7, 692.261, 538.601, 745.369];;;;VISTO;False
atto_25;opendataloader;json;atto_25.json;28;4;paragraph;text;"RITENUTO di fondamentale importanza il mantenimento della scuola dell'infanzia, in deroga ai criteri previsti per le scuole site in comuni montani e/o in situazioni di marginalità di cui alla D.G.R. 21/11/2008, n. 1 - 10104, per evitare che il territorio venga depauperato dei servizi scolastici con conseguente spopolamento dei comuni montani, il mantenimento delle attività economiche della montagna è strettamente correlato al mantenimento della residenzialità delle famiglie, con i loro valori, con la cura del territorio, elemento indispensabile per l'economia globale delle nostre valli;";[56.7, 599.322, 538.595, 678.984];;;;RITENUTO;False
atto_25;opendataloader;json;atto_25.json;29;4;paragraph;text;"VISTO il d.lgs. 18 agosto 2000, n. 267 e ss. mm. e ii.;";[56.7, 572.768, 310.88, 586.045];;;;VISTO;False
atto_25;opendataloader;json;atto_25.json;30;4;paragraph;text;"PRESO ATTO che sulla proposta di deliberazione di cui al presente verbale, ex art. 49 del d.lgs. 267/2000, ha espresso parere favorevole il responsabile dell'Area Amministrativa - Contabile, per quanto di propria competenza in ordine alla regolarità tecnica;";[56.7, 519.66, 538.598, 559.491];;;;PRESO_ATTO;False
atto_25;opendataloader;json;atto_25.json;31;4;paragraph;text;Con votazione favorevole unanime, palesemente espressa per alzata di mano DELIBERA;[56.7, 466.552, 431.398, 506.383];0.0;;DELIBERA;;False
atto_25;opendataloader;json;atto_25.json;32;4;list;list_item;;[56.7, 280.674, 538.599, 453.275];;;;;True
atto_25;opendataloader;json;atto_25.json;33;5;paragraph;text;LETTO, confermato e sottoscritto.;[42.55, 758.882, 213.246, 773.366];;;;LETTO;True
atto_25;opendataloader;json;atto_25.json;34;5;paragraph;text;IL PRESIDENTE Firmato digitalmente F.to : GASTALDO DAVIDE;[63.776, 693.702, 200.225, 734.258];;;;;False
atto_25;opendataloader;json;atto_25.json;35;5;paragraph;text;IL SEGRETARIO COMUNALE Firmato digitalmente F.to : Dr.ssa Marietta CARCIONE;[338.006, 693.702, 510.787, 734.258];;;;;False
atto_25;opendataloader;json;atto_25.json;36;5;paragraph;text;Copia conforme all'originale firmato digitalmente, per gli usi consentiti dalla Legge. lì, 30/06/2026 IL SEGRETARIO COMUNALEDr.ssa Marietta;[42.55, 625.447, 517.883, 650.385];;;;;False
atto_25;opendataloader;json;atto_25.json;37;5;paragraph;text;CARCIONE;[376.694, 612.798, 434.752, 625.087];;;;;False
atto_26;opendataloader;json;atto_26.json;1;1;image;figure;;[74.4, 662.096, 134.9, 749.096];;;;;True
atto_26;opendataloader;json;atto_26.json;2;1;heading;heading;COMUNE DI MOMPANTERO;[157.12, 727.369, 473.804, 758.752];;;;;False
atto_26;opendataloader;json;atto_26.json;3;1;paragraph;text;CITTA' METROPOLITANA DI TORINO _______________;[233.326, 703.229, 397.582, 727.369];;;;;False
atto_26;opendataloader;json;atto_26.json;4;1;heading;heading;VERBALE DI DELIBERAZIONE;[150.251, 613.236, 416.702, 634.963];;;;;False
atto_26;opendataloader;json;atto_26.json;5;1;heading;heading;DELLA GIUNTA COMUNALE;[172.857, 593.924, 394.094, 613.237];;;;;False
atto_26;opendataloader;json;atto_26.json;6;1;text block;other;;[240.25, 566.784, 312.65, 581.854];;;;;True
atto_26;opendataloader;json;atto_26.json;7;1;text block;other;;[36.6, 507.446, 530.35, 542.644];;;;;True
atto_26;opendataloader;json;atto_26.json;8;1;caption;other;L'anno duemilaventisei, addì venticinque, del mese di giugno, alle ore dieci e minuti quindici, regolarmente convocata, si è riunita la Giunta Comunale. E' presente il Sindaco, Davide Gastaldo, che interviene in videoconferenza con gli assessori della quale sono membri i Signori:;[42.55, 419.94, 524.403, 492.962];;;;;False
atto_26;opendataloader;json;atto_26.json;9;1;table;table;[table 2x2];[61.875, 273.454, 505.075, 413.302];;;;;True
atto_26;opendataloader;json;atto_26.json;10;1;paragraph;text;Presiede la seduta il SINDACO - DAVIDE GASTALDO in videoconferenza.;[42.55, 230.003, 430.89, 244.487];;;;;False
atto_26;opendataloader;json;atto_26.json;11;1;paragraph;text;Il Presidente, RILEVATA la partecipazione di tutti gli Assessori, dichiara validamente costituita l'adunanza con la partecipazione del Segretario dott.ssa Marietta CARCIONE in videoconferenza.;[42.55, 135.856, 524.402, 193.793];;;;;False
atto_26;opendataloader;json;atto_26.json;12;2;paragraph;text;Si dà ATTO che il Vicesindaco PESANDO Maria Laura e l'Assessore CHIOLEOR Lino partecipano alla seduta in videoconferenza ai sensi del vigente regolamento.;[42.55, 761.073, 524.39, 786.3];;;;;False
atto_26;opendataloader;json;atto_26.json;13;2;heading;heading;LA GIUNTA COMUNALE;[233.908, 692.664, 361.392, 705.941];;;;;False
atto_26;opendataloader;json;atto_26.json;14;2;paragraph;text;"PREMESSO che l'art. 10, comma 1, lettera b), del D. Lgs. n. 150/2009 e s.m.i. stabilisce che ogni Ente adotta annualmente un documento denominato ""'Relazione sulla Performance"", approvato dall'Organo di indirizzo politico-amministrativo e validato dall'Organismo di valutazione, che evidenzia, a consuntivo, con riferimento all'anno precedente, i risultati organizzativi e individuali raggiunti rispetto ai singoli obiettivi programmati, con rilevazione degli eventuali scostamenti;";[56.7, 613.002, 538.603, 679.387];;;;PREMESSO;False
atto_26;opendataloader;json;atto_26.json;15;2;paragraph;text;"DATO ATTO che la suddetta Relazione costituisce, altresì, lo strumento mediante il quale l'Amministrazione illustra ai cittadini e agli stakeholder, interni ed esterni, i risultati ottenuti nel corso dell'anno precedente, concludendo in tal modo il ciclo di gestione della performance;";[56.7, 559.894, 538.598, 599.725];;;;DATO_ATTO;False
atto_26;opendataloader;json;atto_26.json;16;2;paragraph;text;"RICHIAMATE le deliberazioni del Consiglio Comunale n.16 del 12.12.2024, con cui è stato approvato il Documento Unico di Programmazione (DUP) 2025-2027, e n.17 del 12.12.2024 con cui è stato approvato il Bilancio di Previsione Finanziario 2025-2027 e relativi allegati"" e s.m.i.;";[56.7, 506.786, 538.596, 546.617];;;;RICHIAMATO;False
atto_26;opendataloader;json;atto_26.json;17;2;paragraph;text;"RICHIAMATA pertanto la deliberazione n. 28 del 25.03.2025, con cui la Giunta comunale ha approvato il PIAO 2025-2027 del Comune di Mompantero, nel cui contesto è altresì contemplata la sottosezione di ""Programmazione Performance"" (Sezione Valore Pubblico, Performance e Anticorruzione), con riferimento al Piano della Performance 2025-2027 approvato con la succitata deliberazione della Giunta comunale;";[56.7, 427.124, 538.604, 493.509];;;;RICHIAMATO;False
atto_26;opendataloader;json;atto_26.json;18;2;paragraph;text;"ATTESO che, in DATA 10.06.2026, l'Organismo Comunale di Valutazione ha concluso il processo di valutazione degli obiettivi attinenti alle performance delle posizioni organizzative, riferito allo scorso esercizio;";[56.7, 374.016, 538.597, 413.847];;;;ATTESO;False
atto_26;opendataloader;json;atto_26.json;19;2;paragraph;text;"VISTA la ""Relazione sulla performance anno 2025"" redatta dal Segretario Comunale in conformità a quanto disposto dal D. Lgs 150/2009 e s.m.i. sopra citato, allegata al presente ATTO";[56.7, 334.185, 538.599, 360.739];;;;VISTO;False
atto_26;opendataloader;json;atto_26.json;20;2;paragraph;text;"RAVVISATA l'opportunità di approvare detta relazione, dando ATTO che dalla stessa emerge che gli obiettivi organizzativi ed individuali, INDIVIDUATI ed assegnati con il Piano delle Performance 2025 alle varie Aree dell'Ente, sono stati raggiunti;";[56.7, 281.077, 538.604, 320.908];;;;RAVVISATO;False
atto_26;opendataloader;json;atto_26.json;21;2;paragraph;text;"CONSIDERATO inoltre che la suddetta Relazione, adottata dalla Giunta Comunale, sarà trasmessa all'Organismo Comunale di Valutazione per la validazione finale;";[56.7, 241.246, 538.594, 267.8];;;;CONSIDERATO;False
atto_26;opendataloader;json;atto_26.json;22;2;paragraph;text;ACQUISITI i pareri favorevoli sulla proposta della presente deliberazione, RILASCIATI ai sensi dell'art. 49, comma 1, del D.lgs n. 267/2000 e s.m.i e precisamente:;[56.7, 201.415, 538.595, 227.969];;;;ACQUISITI_PARERI;False
atto_26;opendataloader;json;atto_26.json;23;2;list;list_item;;[56.7, 95.199, 476.812, 201.415];;;;;True
atto_26;opendataloader;json;atto_26.json;24;3;paragraph;text;DELIBERA;[273.007, 771.923, 322.298, 785.2];;;DELIBERA;DELIBERA;False
atto_26;opendataloader;json;atto_26.json;25;3;list;list_item;;[74.15, 510.775, 538.607, 758.646];;;;;True
atto_26;opendataloader;json;atto_26.json;26;4;paragraph;text;LETTO, confermato e sottoscritto.;[42.55, 745.846, 213.246, 760.33];;;;LETTO;True
atto_26;opendataloader;json;atto_26.json;27;4;paragraph;text;IL PRESIDENTE Firmato digitalmente F.to : GASTALDO DAVIDE;[63.776, 680.666, 200.225, 721.222];;;;;False
atto_26;opendataloader;json;atto_26.json;28;4;paragraph;text;IL SEGRETARIO COMUNALE Firmato digitalmente F.to : Dr.ssa Marietta CARCIONE;[338.006, 680.666, 510.787, 721.222];;;;;False
atto_26;opendataloader;json;atto_26.json;29;4;paragraph;text;Copia conforme all'originale firmato digitalmente, per gli usi consentiti dalla Legge. lì, 29/06/2026 IL SEGRETARIO COMUNALEDr.ssa Marietta;[42.55, 612.411, 517.883, 637.349];;;;;False
atto_26;opendataloader;json;atto_26.json;30;4;paragraph;text;CARCIONE;[376.694, 599.762, 434.752, 612.051];;;;;False
atto_27;opendataloader;json;atto_27.json;1;1;image;figure;;[30.0, 726.75, 102.75, 822.0];;;;;True
atto_27;opendataloader;json;atto_27.json;2;1;heading;heading;COMUNE DI MOLISE;[181.187, 771.176, 469.517, 804.398];;;;;False
atto_27;opendataloader;json;atto_27.json;3;1;heading;heading;PROVINCIA DI CAMPOBASSO;[228.888, 755.077, 421.808, 770.581];;;;;False
atto_27;opendataloader;json;atto_27.json;4;1;paragraph;text;____________________________________;[235.35, 743.077, 415.35, 754.151];;;;;False
atto_27;opendataloader;json;atto_27.json;5;1;heading;heading;CONSIGLIO COMUNALE;[188.612, 669.552, 403.892, 689.486];;;;;False
atto_27;opendataloader;json;atto_27.json;6;1;paragraph;text;COPIA DI DELIBERAZIONE;[214.143, 644.903, 372.855, 658.192];;;;;False
atto_27;opendataloader;json;atto_27.json;7;1;paragraph;text;N° 8 del 28-05-2026;[243.941, 612.205, 343.061, 625.494];;;;;False
atto_27;opendataloader;json;atto_27.json;8;1;table;table;[table 1x2];[24.35, 586.556, 545.45, 600.205];;;;;True
atto_27;opendataloader;json;atto_27.json;9;1;caption;other;ADUNANZA PUBBLICA ORDINARIA DI PRIMA CONVOCAZIONE;[115.668, 560.757, 471.336, 574.046];;;;;False
atto_27;opendataloader;json;atto_27.json;10;1;paragraph;text;L'anno duemilaventisei, addì ventotto del mese di maggio alle ore 09:00 nella sala delle adunanze della sede municipale con apposito avviso scritto, contenente gli argomenti da trattarsi, diramato dal Sindaco a tutti i Consiglieri, è stato convocato nelle forme prescritte dalla legge il Consiglio Comunale.;[30.0, 507.36, 556.992, 548.247];;;;;False
atto_27;opendataloader;json;atto_27.json;11;1;paragraph;text;All'appello risultano rispettivamente presenti ed assenti i Sigg.:;[65.4, 480.912, 368.832, 494.201];;;;;False
atto_27;opendataloader;json;atto_27.json;12;1;table;table;[table 11x2];[176.225, 335.774, 410.775, 468.263];;;;;True
atto_27;opendataloader;json;atto_27.json;13;1;heading;heading;Totale: Presenti n. 10 - Assenti n. 1.;[195.341, 308.176, 391.661, 321.465];;;;;False
atto_27;opendataloader;json;atto_27.json;14;1;paragraph;text;Partecipa con funzioni consultive, referenti, di assistenza e verbalizzazione (art.97, comma 4, lett. a), del D. Lgs. 267/2000) il Vice Segretario Carmine Arricale.;[30.0, 267.929, 556.992, 295.017];;;;;False
atto_27;opendataloader;json;atto_27.json;15;1;paragraph;text;Essendo legale il numero degli intervenuti, Domenico Cirelli nella sua qualità di sindaco assume la presidenza e dichiara aperta la seduta per la trattazione dell'argomento indicato in oggetto.;[30.0, 227.682, 556.992, 254.77];;;;;False
atto_27;opendataloader;json;atto_27.json;16;2;caption;other;IL CONSIGLIO COMUNALE VISTI i verbali relativi alla seduta consiliare tenutasi in DATA 02-03-2026, di seguito elencate:;[43.55, 763.804, 492.758, 804.691];;;;;False
atto_27;opendataloader;json;atto_27.json;17;2;table;table;[table 7x2];[37.9, 525.221, 544.0, 750.005];;;;;True
atto_27;opendataloader;json;atto_27.json;18;2;paragraph;text;"RITENUTO di approvare i suddetti verbali; ACQUISITO il parere favorevole in ordine alla regolarità tecnica della presente deliberazione reso dal responsabile del servizio interessato ai sensi dell'art. 49 del D. Lgs. 18.08.2000, n. 267; SENTITO l'intervento del Sindaco che dà lettura degli oggetti dei verbali della seduta consiliare del 29/12/2025; DATO ATTO che i verbali coincidono interamente con le deliberazioni citate ASSUNTE nelle sedute di Consiglio Comunale del 28.07.2025; Con votazione espressa per alzata di mano con il seguente esito proclamato dal Presidente: Favorevoli: n. 9 - Astenuti: n. 1 (Liberanome Nicolino)";[43.55, 345.834, 554.39, 510.912];;;;RITENUTO;False
atto_27;opendataloader;json;atto_27.json;19;2;heading;heading;DELIBERA;[257.133, 318.236, 340.821, 331.525];;;DELIBERA;DELIBERA;False
atto_27;opendataloader;json;atto_27.json;20;2;paragraph;text;"DI APPROVARE i verbali della seduta Consiliare tenutasi in DATA 02/03/2026, elencati in narrativa della presente deliberazione, nell'ambito della quale sono state adottate le deliberazioni n. 1-2-3-4-5-6-7;";[43.55, 276.839, 554.402, 303.927];;;;;False
atto_27;opendataloader;json;atto_27.json;21;3;table;table;[table 1x2];[35.2, 776.603, 523.05, 790.252];;;;;True
atto_27;opendataloader;json;atto_27.json;22;3;table;table;[table 2x1];[37.1, 611.818, 524.65, 762.804];;;;;True
atto_27;opendataloader;json;atto_27.json;23;4;paragraph;text;Il presente ATTO viene LETTO, approvato e sottoscritto come segue: IL SINDACO IL VICE SEGRETARIO F.to Domenico CIRELLI F.to Carmine ARRICALE;[43.55, 748.855, 464.171, 803.541];;;;;False
atto_27;opendataloader;json;atto_27.json;24;4;paragraph;text;______________________;[105.375, 714.358, 215.375, 725.432];;;;;False
atto_27;opendataloader;json;atto_27.json;25;4;paragraph;text;Il sottoscritto, VISTI gli atti di ufficio,;[43.55, 685.26, 218.198, 698.549];;;;;False
atto_27;opendataloader;json;atto_27.json;26;4;paragraph;text;ATTESTA che la presente deliberazione;[61.55, 657.662, 325.64, 684.75];;;ATTESTA;ATTESTA;False
atto_27;opendataloader;json;atto_27.json;27;4;list;list_item;;[61.55, 588.667, 554.402, 643.353];;;;;True
atto_27;opendataloader;json;atto_27.json;28;4;paragraph;text;Dalla residenza comunale, lì 04-06-2026 IL VICE SEGRETARIO F.to Carmine ARRICALE;[43.55, 549.57, 481.527, 574.4];;;;;False
atto_27;opendataloader;json;atto_27.json;29;4;paragraph;text;E' copia conforme all'originale da servire per uso amministrativo.;[43.55, 496.324, 357.434, 509.613];;;;;False
atto_27;opendataloader;json;atto_27.json;30;4;paragraph;text;Dalla residenza comunale, lì 04-06-2026 IL VICE SEGRETARIO Carmine ARRICALE;[43.55, 457.227, 473.13, 482.057];;;;;False
atto_27;opendataloader;json;atto_27.json;31;4;paragraph;text;______________________;[371.525, 434.229, 481.525, 445.303];;;;;False
atto_27;opendataloader;json;atto_27.json;32;4;heading;heading;DICHIARAZIONE DI ESECUTIVITA';[195.621, 401.681, 402.333, 414.97];;;;;False
atto_27;opendataloader;json;atto_27.json;33;4;paragraph;text;Il sottoscritto, VISTI gli atti di ufficio, ATTESTA che la presente deliberazione è divenuta esecutiva:;[43.55, 383.282, 497.39, 396.571];;;;;False
atto_27;opendataloader;json;atto_27.json;34;4;paragraph;text;- perché dichiarata immediatamente eseguibile (art. 134, c. 4, del T.U. n. 267/2000). Dalla residenza comunale, lì 28-05-2026 IL VICE SEGRETARIO;[43.55, 331.536, 445.305, 356.366];;;;;False
atto_27;opendataloader;json;atto_27.json;35;4;paragraph;text;F.to Carmine Arricale;[348.91, 318.887, 448.493, 331.068];;;;;False
atto_27;opendataloader;json;atto_27.json;36;4;paragraph;text;Pubbl. N. 241;[43.55, 281.739, 112.898, 295.028];;;;;False
atto_27;opendataloader;json;atto_27.json;37;4;paragraph;text;ATTESTAZIONE DI PUBBLICAZIONE Il sottoscritto, VISTI gli atti di ufficio,;[43.55, 240.342, 406.341, 281.229];;;;;False
atto_27;opendataloader;json;atto_27.json;38;4;paragraph;text;ATTESTA;[272.312, 226.543, 325.64, 239.832];;;ATTESTA;ATTESTA;False
atto_27;opendataloader;json;atto_27.json;39;4;paragraph;text;che la presente deliberazione è stata affissa all'Albo pretorio comunale il giorno 04-06-2026 per rimanervi 15 giorni consecutivi.;[61.55, 185.146, 554.39, 212.234];;;;;False
atto_27;opendataloader;json;atto_27.json;40;4;paragraph;text;Dalla residenza comunale, 04-06-2026 IL MESSO COMUNALE F.to Angela Colantoni;[43.55, 146.049, 483.973, 170.879];;;;;False
atto_28;opendataloader;json;atto_28.json;1;1;image;figure;;[40.85, 722.6, 113.6, 817.85];;;;;True
atto_28;opendataloader;json;atto_28.json;2;1;heading;heading;COMUNE DI MOLISE;[192.037, 767.026, 480.367, 800.248];;;;;False
atto_28;opendataloader;json;atto_28.json;3;1;heading;heading;PROVINCIA DI CAMPOBASSO;[239.738, 750.927, 432.658, 766.431];;;;;False
atto_28;opendataloader;json;atto_28.json;4;1;paragraph;text;____________________________________;[246.2, 738.927, 426.2, 750.001];;;;;False
atto_28;opendataloader;json;atto_28.json;5;1;heading;heading;GIUNTA COMUNALE;[204.521, 677.902, 388.031, 697.836];;;;;False
atto_28;opendataloader;json;atto_28.json;6;1;paragraph;text;COPIA DI DELIBERAZIONE;[216.593, 653.754, 375.953, 667.043];;;;;False
atto_28;opendataloader;json;atto_28.json;7;1;caption;other;N° 23 del 30-04-2026;[243.716, 621.056, 348.836, 634.345];;;;;False
atto_28;opendataloader;json;atto_28.json;8;1;table;table;[table 1x2];[35.2, 570.109, 556.3, 609.056];;;;;True
atto_28;opendataloader;json;atto_28.json;9;1;paragraph;text;L'anno duemilaventisei, addì trenta del mese di aprile alle ore 10:00. Nella sala delle adunanze della sede municipale del Comune di Molise si è riunita la Giunta Comunale.;[40.85, 528.712, 551.688, 555.8];;;;;False
atto_28;opendataloader;json;atto_28.json;10;1;paragraph;text;Presiede l'adunanza Domenico Cirelli nella qualità di Sindaco e sono rispettivamente presenti ed assenti i Sigg.:;[40.85, 487.315, 551.69, 514.403];;;;;False
atto_28;opendataloader;json;atto_28.json;11;1;table;table;[table 4x3];[37.1, 415.82, 555.45, 473.516];;;;;True
atto_28;opendataloader;json;atto_28.json;12;1;caption;other;Totale: Presenti n. 3 - Assenti n. 0.;[203.955, 388.222, 388.599, 401.511];;;;;False
atto_28;opendataloader;json;atto_28.json;13;1;paragraph;text;Partecipa con funzioni consultive, referenti, di assistenza e verbalizzazione (art.97, comma 4, lett. a), del D. Lgs. 267/2000) il Vice Segretario Carmine Arricale.;[40.85, 346.825, 551.69, 373.913];;;;;False
atto_28;opendataloader;json;atto_28.json;14;1;paragraph;text;Essendo legale il numero degli intervenuti, Domenico Cirelli nella sua qualità di Sindaco assume la presidenza e dichiara aperta la seduta per la trattazione dell'argomento indicato in oggetto.;[40.85, 305.428, 551.702, 332.516];;;;;False
atto_28;opendataloader;json;atto_28.json;15;2;list;list_item;;[61.4, 655.111, 554.39, 790.252];;;;;True
atto_28;opendataloader;json;atto_28.json;16;2;list;list_item;;[96.7, 494.312, 554.4, 648.971];;;;;True
atto_28;opendataloader;json;atto_28.json;17;2;paragraph;text;"sono state apportate variazioni al bilancio di previsione finanziario 2025-2027;";[78.7, 477.064, 393.88, 488.138];;;;;False
atto_28;opendataloader;json;atto_28.json;18;2;paragraph;text;"PREMESSO, altresì, che l'art. 227, c. 2, D. Lgs. 18/08/2000, n. 267 e l'art. 18, c. 1, lett. b), D. Lgs. 23/6/2011, n. 118, prevedono che gli enti locali deliberano entro il 30 aprile dell'anno successivo il rendiconto della gestione composto dal CONTO del bilancio, dal CONTO economico e dallo stato patrimoniale;";[43.55, 408.072, 554.4, 453.642];;;;PREMESSO;False
atto_28;opendataloader;json;atto_28.json;19;2;heading;heading;RILEVATO che:;[43.55, 373.576, 98.82, 384.65];;;;RILEVATO;False
atto_28;opendataloader;json;atto_28.json;20;2;list;list_item;;[61.4, 287.336, 554.4, 367.402];;;;;True
atto_28;opendataloader;json;atto_28.json;21;2;paragraph;text;PRESO ATTO, inoltre, di quanto indicato dalla commissione Arconet nella riunione del 20 gennaio 2021:;[43.55, 252.84, 451.22, 263.914];;;;PRESO_ATTO;False
atto_28;opendataloader;json;atto_28.json;22;2;paragraph;text;"""A decorrere dal rendiconto 2020, la validità della DELIBERA inviata alla BDAP concernente la facoltà di cui all'art. 232, comma 2 del TUEL si estende fino all'esercizio in cui l'ente DELIBERA di voler iniziare a tenere la contabilità economico-patrimoniale o in caso di perdita dei presupposti della popolazione per poter esercitare tale facoltà"".";[79.4, 201.096, 554.4, 246.666];;;;;False
atto_28;opendataloader;json;atto_28.json;23;2;paragraph;text;"RICHIAMATI gli artt. 151, c. 6 e 231, c. 1, del D.Lgs. 18/08/2000, n. 267 i quali prevedono che al rendiconto dell'esercizio sia allegata una relazione sulla gestione da predisporre secondo quanto previsto dall'art. 11, c. 6, del d.Lgs. n. 118/2011;";[43.55, 149.352, 554.39, 177.674];;;;RICHIAMATO;False
atto_28;opendataloader;json;atto_28.json;24;2;paragraph;text;RICHIAMATO, altresì l'articolo 11, comma 6, del d.Lgs. n. 118/2011, il quale così dispone:;[43.55, 114.856, 400.71, 125.93];;;;RICHIAMATO;False
atto_28;opendataloader;json;atto_28.json;25;2;paragraph;text;6. La relazione sulla gestione allegata al rendiconto è un documento illustrativo della gestione dell'ente, nonché dei fatti di rilievo verificatisi dopo la chiusura dell'esercizio e di ogni eventuale informazione utile ad una migliore comprensione dei DATI contabili. In particolare, la relazione illustra:;[71.9, 74.61, 533.2, 108.682];;;;;False
atto_28;opendataloader;json;atto_28.json;26;2;paragraph;text;1 Si veda il D.M. 12 ottobre 2021 concernente le modalità semplificate di elaborazione della Situazione patrimoniale da allegare al rendiconto degli enti locali con popolazione inferiore a 5.000 abitanti che non tengono la contabilità economico patrimoniale.;[43.55, 40.113, 554.397, 60.528];;;;;False
atto_28;opendataloader;json;atto_28.json;27;3;list;list_item;;[69.2, 380.888, 530.5, 817.425];;;;;True
atto_28;opendataloader;json;atto_28.json;28;3;paragraph;text;"VISTO il D.M. 12 ottobre 2021 che ha approvato le modalità semplificate di elaborazione della situazione patrimoniale al 31 dicembre 2025 da parte degli enti locali con popolazione inferiore a 5.000 abitanti che rinviano la contabilità economicopatrimoniale;";[40.85, 317.645, 551.69, 363.215];;;;VISTO;False
atto_28;opendataloader;json;atto_28.json;29;3;paragraph;text;"VISTO il D.M. 7 settembre 2020;";[40.85, 283.149, 168.89, 294.223];;;;VISTO;False
atto_28;opendataloader;json;atto_28.json;30;3;heading;heading;PRESO ATTO che:;[40.85, 248.653, 103.6, 259.727];;;;PRESO_ATTO;False
atto_28;opendataloader;json;atto_28.json;31;3;list;list_item;;[58.7, 76.173, 551.7, 242.479];;;;;True
atto_28;opendataloader;json;atto_28.json;32;4;paragraph;text;"VISTO lo schema del rendiconto della gestione dell'esercizio 2025 redatto secondo lo schema di cui all'allegato 10 al D. Lgs. n. 118/2011 che si allega al presente provvedimento quale parte integrante e sostanziale;";[43.55, 789.103, 554.4, 817.425];;;;VISTO;False
atto_28;opendataloader;json;atto_28.json;33;4;paragraph;text;"VISTA la relazione sulla gestione dell'esercizio 2025, redatta ai sensi dell'art. 11, comma 6, del d.Lgs. n. 118/2011, allegata al presente provvedimento quale parte integrante e sostanziale;";[43.55, 737.359, 554.39, 765.681];;;;VISTO;False
